race,A1,optimization_repeatability__A1__mean,optimization_repeatability__A1__std,optimization_repeatability__A1__q05,optimization_repeatability__A1__q95,local_robustness__A1__mean,local_robustness__A1__std,local_robustness__A1__q05,local_robustness__A1__q95,structural_stress__A1__mean,structural_stress__A1__std,structural_stress__A1__q05,structural_stress__A1__q95,A2,optimization_repeatability__A2__mean,optimization_repeatability__A2__std,optimization_repeatability__A2__q05,optimization_repeatability__A2__q95,local_robustness__A2__mean,local_robustness__A2__std,local_robustness__A2__q05,local_robustness__A2__q95,structural_stress__A2__mean,structural_stress__A2__std,structural_stress__A2__q05,structural_stress__A2__q95,A3,optimization_repeatability__A3__mean,optimization_repeatability__A3__std,optimization_repeatability__A3__q05,optimization_repeatability__A3__q95,local_robustness__A3__mean,local_robustness__A3__std,local_robustness__A3__q05,local_robustness__A3__q95,structural_stress__A3__mean,structural_stress__A3__std,structural_stress__A3__q05,structural_stress__A3__q95,A4,optimization_repeatability__A4__mean,optimization_repeatability__A4__std,optimization_repeatability__A4__q05,optimization_repeatability__A4__q95,local_robustness__A4__mean,local_robustness__A4__std,local_robustness__A4__q05,local_robustness__A4__q95,structural_stress__A4__mean,structural_stress__A4__std,structural_stress__A4__q05,structural_stress__A4__q95,A5,optimization_repeatability__A5__mean,optimization_repeatability__A5__std,optimization_repeatability__A5__q05,optimization_repeatability__A5__q95,local_robustness__A5__mean,local_robustness__A5__std,local_robustness__A5__q05,local_robustness__A5__q95,structural_stress__A5__mean,structural_stress__A5__std,structural_stress__A5__q05,structural_stress__A5__q95,normalized_entropy,optimization_repeatability__tv_mean,optimization_repeatability__tv_q95,optimization_repeatability__tv_max,local_robustness__tv_mean,local_robustness__tv_q95,local_robustness__tv_max,structural_stress__tv_mean,structural_stress__tv_q95,structural_stress__tv_max
kislev,0.250508716,0.250507939,0.000051948,0.250441225,0.250571036,0.240189055,0.034271434,0.184517545,0.287170841,0.197224062,0.134733775,0.000000000,0.387309886,0.036679945,0.036623801,0.000096046,0.036515742,0.036734823,0.063431635,0.099690703,0.009003089,0.099666360,0.186255917,0.175799033,0.000000000,0.509589541,0.025023332,0.025031509,0.000004120,0.025025134,0.025035930,0.025286220,0.012035280,0.000912335,0.040826634,0.059427943,0.074287336,0.000000000,0.175167302,0.558327850,0.558283174,0.000042890,0.558223547,0.558329279,0.545364734,0.080940252,0.485422606,0.621716347,0.425274704,0.168143700,0.165901840,0.690751097,0.129460157,0.129553577,0.000089685,0.129460345,0.129659785,0.125728357,0.020528755,0.097819486,0.158250347,0.131817374,0.094119722,0.000000000,0.295137159,0.714762132,0.000137144,0.000227477,0.000227903,0.065027778,0.104802188,0.479686927,0.297377074,0.588599801,0.659288165
lizardmen,0.435560649,0.435878106,0.000669549,0.435093006,0.436582210,0.435714747,0.086985962,0.298843736,0.570866251,0.397764969,0.333646764,0.000000000,1.000000000,0.474152457,0.473814271,0.000656837,0.473127622,0.474572762,0.479129995,0.073502857,0.381717259,0.604764439,0.490772634,0.329809015,0.000000000,0.956911525,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003669560,0.018548183,0.000000000,0.001674734,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.013258712,0.037915886,0.000000000,0.109755442,0.090286894,0.090307623,0.000018708,0.090287517,0.090334231,0.085155258,0.026287150,0.041123392,0.126190581,0.094534126,0.169743488,0.000000000,0.244649697,0.579672779,0.000610609,0.001024835,0.001035334,0.077270934,0.145311666,0.182184213,0.348096173,0.564439351,0.909713106
norsca,0.090278006,0.090321283,0.000099210,0.090202184,0.090433748,0.093385446,0.027547998,0.055188730,0.139842412,0.091483937,0.129106112,0.000000000,0.373681928,0.492983073,0.492899515,0.000135814,0.492747530,0.493054791,0.495854902,0.024196410,0.458570973,0.523098716,0.426053652,0.185758706,0.024373513,0.642980992,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.002692492,0.007078930,0.000000000,0.017081607,0.029755791,0.045045584,0.000000000,0.129046194,0.088080903,0.088136887,0.000043793,0.088085122,0.088186972,0.083319403,0.030870855,0.027598073,0.125328394,0.183509898,0.178147830,0.000000000,0.584464963,0.328658018,0.328642315,0.000016729,0.328615843,0.328657458,0.324747757,0.014200156,0.303324282,0.350172494,0.269196723,0.099759934,0.099749896,0.412193649,0.711730470,0.000139832,0.000242213,0.000243486,0.039690301,0.072258044,0.113937020,0.250536685,0.595647826,0.696217070
nurgle,0.063518197,0.063549731,0.000050789,0.063493947,0.063613048,0.062074561,0.024258532,0.028401608,0.105830794,0.124019223,0.137015341,0.000000000,0.304367173,0.393664301,0.393588896,0.000094152,0.393472028,0.393691396,0.399618300,0.047848063,0.349794331,0.496049444,0.306059295,0.201699794,0.000000000,0.586810087,0.079028886,0.079024977,0.000008485,0.079018773,0.079038200,0.072120157,0.021790488,0.046982186,0.093536515,0.060436370,0.085245263,0.000000000,0.227473307,0.160454310,0.160536247,0.000046261,0.160469917,0.160584124,0.160719023,0.034333763,0.091398411,0.223098458,0.252793442,0.252238534,0.000000000,0.702547421,0.303334306,0.303300149,0.000030787,0.303252944,0.303330804,0.305467959,0.029375566,0.266287970,0.349686264,0.256691669,0.152533235,0.000000000,0.471632387,0.868684918,0.000125567,0.000218397,0.000219783,0.057505481,0.123378461,0.152800252,0.334557883,0.664403371,0.731789025
ogre_kingdoms,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,0.996746312,0.007034385,0.981291160,1.000000000,0.860493025,0.205412730,0.456519132,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.037268241,0.072192215,0.000000000,0.154468431,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.012717730,0.030187808,0.000000000,0.083127473,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003253688,0.007034385,0.000000000,0.018708840,0.045972459,0.080103829,0.000000000,0.256513416,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.043548545,0.144401292,0.000000000,0.166132680,-0.000000000,0.000000000,0.000000000,0.000000000,0.003253688,0.018708840,0.028716088,0.139506975,0.543480868,1.000000000
skaven,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.009324491,0.022427673,0.000000000,0.043143351,0.089759555,0.180702891,0.000000000,0.525462407,0.006072251,0.006018970,0.000053282,0.005945661,0.006075898,0.010416745,0.012028869,0.000000000,0.030199256,0.042280194,0.051829538,0.000000000,0.139155323,0.223921517,0.223772636,0.000145587,0.223588503,0.223926028,0.221206138,0.048401978,0.162449055,0.275840073,0.228595189,0.178248389,0.000000000,0.527547736,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.013822973,0.058309411,0.000000000,0.023865500,0.081538704,0.118710868,0.000000000,0.329169698,0.770006232,0.770208394,0.000198463,0.769998075,0.770465836,0.745229653,0.050153757,0.668948295,0.814699502,0.557826358,0.252767079,0.218731353,0.945116281,0.352501145,0.000205299,0.000459603,0.000512981,0.053937862,0.175114006,0.293489989,0.312473835,0.691222227,0.779667975
slaanesh,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.006113816,0.027482544,0.000000000,0.030852333,0.155396499,0.155335104,0.000038981,0.155279118,0.155383020,0.192344399,0.168418799,0.105720929,0.247111956,0.322700804,0.299647769,0.000000000,0.882011686,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001288011,0.007705729,0.000000000,0.000139680,0.844603501,0.844664896,0.000038981,0.844616980,0.844720882,0.807655601,0.168418799,0.752888044,0.894279071,0.645684784,0.316265534,0.079245710,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.024212585,0.076293317,0.000000000,0.165110302,0.268389828,0.000061396,0.000117381,0.000131539,0.059893400,0.091715457,0.754096828,0.280198208,0.765357791,0.844603501
tomb_kings,0.403616271,0.403416069,0.000220948,0.403171428,0.403633444,0.409447985,0.045682098,0.360653619,0.473131060,0.436921146,0.212876099,0.105706092,0.793220925,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.008873353,0.028550467,0.000000000,0.073560516,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.039097748,0.099882024,0.000000000,0.259588892,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000552962,0.003497239,0.000000000,0.000000000,0.033489460,0.065340391,0.000000000,0.201518143,0.596383729,0.596583931,0.000220948,0.596366556,0.596828572,0.589999053,0.045341206,0.526868940,0.639346381,0.481618293,0.234297320,0.151978760,0.854396622,0.419059795,0.000207644,0.000444842,0.000469260,0.029893667,0.069514790,0.211512365,0.231884499,0.477067044,0.496311068
tzeentch,0.123092119,0.123154365,0.000160090,0.122961248,0.123331379,0.128535660,0.033317153,0.089817733,0.165469747,0.177144120,0.149812645,0.000000000,0.422129673,0.620781691,0.620723705,0.000173221,0.620522551,0.620936442,0.614128326,0.032978718,0.563236960,0.666502432,0.526039135,0.154070147,0.260556683,0.806072638,0.062307909,0.062306514,0.000022532,0.062281551,0.062336103,0.065798923,0.013879137,0.042614038,0.085524746,0.074515768,0.060062949,0.000000000,0.166469361,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.059425238,0.096565573,0.000000000,0.246426932,0.193818282,0.193815415,0.000039739,0.193766890,0.193864518,0.191537091,0.018523091,0.161618791,0.223235274,0.162875738,0.152787958,0.000000000,0.450004984,0.649170415,0.000169553,0.000285497,0.000292898,0.036722958,0.072239927,0.121615257,0.253050374,0.482770753,0.542120763
vampire_coast,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.007861642,0.023443434,0.000000000,0.026632562,0.105867334,0.179453193,0.000000000,0.333936447,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.031305225,0.072751608,0.000000000,0.163959748,0.033540455,0.033389797,0.000139391,0.033218674,0.033539037,0.041585463,0.027724429,0.007137250,0.092924076,0.116189803,0.137429276,0.000000000,0.349911074,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.012417439,0.045680766,0.000000000,0.048943662,0.966459545,0.966610203,0.000139391,0.966460963,0.966781326,0.950552895,0.044417415,0.903836641,0.992862750,0.734220199,0.281147120,0.107684059,1.000000000,0.091237768,0.000150659,0.000321781,0.000349504,0.029175217,0.062622904,0.225955851,0.249063485,0.858775486,0.928991516
vampire_counts,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001616842,0.007198641,0.000000000,0.001410019,0.024068754,0.071372368,0.000000000,0.225851383,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.012194421,0.052220011,0.000000000,0.045711637,0.111708888,0.111926229,0.000198192,0.111712335,0.112167957,0.099809194,0.041738614,0.000000000,0.144469013,0.233574229,0.341247126,0.000000000,1.000000000,0.888291112,0.888073771,0.000198192,0.887832043,0.888287665,0.898573964,0.038247943,0.855530987,0.963940324,0.730162595,0.360083754,0.000000000,1.000000000,0.217512791,0.000217341,0.000459069,0.000496858,0.033014405,0.111708888,0.111708888,0.267399531,0.888291112,0.888291112
warriors_of_chaos,0.078969684,0.079135527,0.000293768,0.078798522,0.079450745,0.080904392,0.033665325,0.035756738,0.127470821,0.116220774,0.201517598,0.000000000,0.629895261,0.845623340,0.845415081,0.000356121,0.845024620,0.845823758,0.846302702,0.045590506,0.763448988,0.910787507,0.706541568,0.291202888,0.124327527,0.999715566,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003475953,0.010472732,0.000000000,0.022124645,0.075406976,0.075449392,0.000063568,0.075377720,0.075524635,0.072792907,0.023800281,0.040892949,0.102234741,0.161601980,0.238274137,0.000000000,0.561952039,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.012159725,0.067328512,0.000000000,0.018365014,0.333775507,0.000320899,0.000598720,0.000605851,0.039322170,0.093368034,0.112209166,0.248298839,0.800010857,0.924593024
wood_elves,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.035664651,0.084103223,0.000000000,0.225994361,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.025862409,0.114178016,0.000000000,0.025524468,0.088533177,0.170065996,0.000000000,0.437783850,0.144765628,0.144814699,0.000030043,0.144773480,0.144845212,0.139377761,0.035039035,0.109787058,0.162214172,0.101293414,0.115958434,0.000000000,0.311025787,0.855234372,0.855185301,0.000030043,0.855154788,0.855226520,0.830773354,0.100299402,0.794371655,0.883475475,0.702757261,0.264598161,0.263749045,0.977795038,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003986476,0.017603663,0.000000000,0.003888013,0.071751497,0.117542631,0.000000000,0.287368047,0.256935072,0.000049071,0.000079585,0.000080185,0.039942856,0.068100998,0.605705791,0.251518009,0.685560128,0.855234372
